CustomerKey,Total_Orders,Total_Quantity,Total_Spend_USD,First_Order_Date,Last_Order_Date,Avg_Order_Value,Customer_Tenure_Days,Recency_Days,Order_Frequency,Is_Active,Customer_Segment
438322,1,1,90.0,2024-01-30,2024-01-30,90.0,715,715,0.04026845637583893,0,Inactive
438362,6,27,10361.97,2024-02-07,2025-11-09,1726.995,707,66,0.24423337856173677,1,Silver
438398,12,37,5901.28,2024-03-01,2025-11-22,491.7733333333333,684,53,0.5042016806722689,1,Gold
438560,6,21,11968.96,2024-06-06,2025-10-06,1994.8266666666666,587,100,0.29173419773095627,0,Silver
438601,2,4,2196.69,2024-08-13,2024-11-17,1098.345,519,423,0.1092896174863388,0,Inactive
439416,7,22,7441.9,2024-05-18,2025-11-26,1063.1285714285714,606,49,0.33018867924528306,1,Silver
439509,3,4,622.22,2025-05-10,2025-10-03,207.40666666666667,249,103,0.3225806451612903,0,Bronze
439650,7,19,8741.49,2024-01-11,2025-10-14,1248.7842857142857,734,92,0.274869109947644,0,Silver
439738,3,6,896.98,2024-07-28,2025-11-28,298.99333333333334,535,47,0.1592920353982301,1,Bronze
439771,5,11,1664.1,2024-08-14,2025-07-20,332.82,518,178,0.2737226277372263,0,Bronze
439962,2,10,2698.9300000000003,2024-04-03,2024-08-12,1349.4650000000001,651,520,0.0881057268722467,0,Inactive
439991,13,42,3383.3,2024-02-29,2025-11-29,260.25384615384615,685,46,0.5454545454545455,1,Silver
440119,10,37,3263.08,2024-04-05,2025-09-26,326.308,649,110,0.4418262150220913,0,Silver
440291,7,27,8839.65,2024-02-14,2025-12-31,1262.8071428571427,700,14,0.28767123287671237,1,Silver
440410,1,1,369.0,2025-02-03,2025-02-03,369.0,345,345,0.08,0,New
440522,3,12,3431.9,2024-01-14,2025-11-16,1143.9666666666667,731,59,0.11826544021024966,1,Bronze
440537,2,6,347.45,2024-01-30,2025-04-07,173.725,715,282,0.08053691275167786,0,Bronze
440641,3,10,8979.78,2025-03-14,2025-11-13,2993.26,306,62,0.26785714285714285,1,Bronze
440913,2,4,1007.8499999999999,2024-08-31,2025-03-15,503.92499999999995,501,305,0.11299435028248588,0,Bronze
440923,6,11,2869.2799999999997,2024-05-22,2025-12-19,478.2133333333333,602,26,0.2848101265822785,1,Silver
441038,4,13,1447.61,2024-03-04,2025-11-05,361.9025,681,70,0.16877637130801687,1,Bronze
441051,8,28,4433.75,2024-03-10,2025-12-14,554.21875,675,31,0.3404255319148936,1,Silver
441477,1,1,969.0,2025-03-15,2025-03-15,969.0,305,305,0.08955223880597016,0,New
442109,3,7,2463.0,2024-01-25,2025-08-29,821.0,720,138,0.12,0,Bronze
442699,8,24,3472.91,2024-02-21,2025-06-05,434.11375,693,223,0.33195020746887965,0,Silver
443143,13,42,6754.5,2024-04-16,2025-12-21,519.5769230769231,638,24,0.5838323353293413,1,Gold
443446,6,16,3486.92,2024-02-23,2025-10-16,581.1533333333333,691,90,0.2496532593619972,1,Silver
443529,3,6,445.88,2024-08-19,2025-12-24,148.62666666666667,513,21,0.16574585635359115,1,Bronze
443651,2,8,626.2,2024-12-08,2025-02-07,313.1,402,341,0.1388888888888889,0,Bronze
443701,5,15,2906.88,2024-09-18,2025-10-28,581.376,483,78,0.29239766081871343,1,Bronze
443720,3,3,481.94,2024-06-18,2025-10-26,160.64666666666668,575,80,0.1487603305785124,1,Bronze
443855,2,7,1675.4,2024-06-16,2024-10-11,837.7,577,460,0.09884678747940691,0,Inactive
443858,5,16,5794.79,2024-04-20,2024-12-20,1158.958,634,390,0.22590361445783133,0,Inactive
443859,2,4,367.37,2025-08-12,2025-10-04,183.685,155,102,0.3243243243243243,0,Bronze
443881,3,15,906.42,2024-01-17,2025-04-30,302.14,728,259,0.1187335092348285,0,Bronze
443916,2,10,1037.0,2024-02-04,2024-09-14,518.5,710,487,0.08108108108108107,0,Inactive
444034,4,7,3012.98,2024-08-09,2025-09-06,753.245,523,130,0.21699819168173598,0,Bronze
444160,2,9,195.81,2024-01-01,2024-11-07,97.905,744,433,0.07751937984496124,0,Inactive
444181,3,8,1173.89,2024-01-18,2025-04-03,391.2966666666667,727,286,0.11889035667107001,0,Bronze
444252,4,9,2014.75,2024-09-22,2025-03-06,503.6875,479,314,0.23575638506876226,0,Bronze
444343,6,13,4121.5599999999995,2024-02-28,2025-01-21,686.9266666666666,686,358,0.25139664804469275,0,Silver
444654,6,17,4480.71,2024-02-12,2025-05-10,746.785,702,249,0.24590163934426232,0,Silver
444667,1,3,26.97,2024-12-23,2024-12-23,26.97,387,387,0.07194244604316546,0,Inactive
444707,2,8,3982.25,2024-06-08,2024-07-13,1991.125,585,550,0.0975609756097561,0,Inactive
444719,13,31,7479.52,2024-01-11,2025-06-03,575.3476923076923,734,225,0.5104712041884817,0,Gold
444807,12,39,20349.93,2024-01-31,2025-12-22,1695.8275,714,23,0.48387096774193544,1,Gold
445123,6,14,4481.7,2024-04-17,2025-07-25,746.9499999999999,637,173,0.2698650674662669,0,Silver
445174,5,8,2476.39,2024-03-02,2025-10-18,495.27799999999996,683,88,0.2103786816269285,1,Bronze
445298,4,19,6376.91,2024-01-18,2025-05-01,1594.2275,727,258,0.15852047556142668,0,Bronze
445423,1,1,43.0,2024-03-04,2024-03-04,43.0,681,681,0.04219409282700422,0,Inactive
445503,8,24,4225.46,2024-07-26,2025-12-08,528.1825,537,37,0.4232804232804233,1,Silver
445719,1,1,758.0,2025-02-28,2025-02-28,758.0,320,320,0.08571428571428572,0,New
445826,5,17,4507.0,2024-04-23,2025-11-15,901.4,631,60,0.22692889561270801,1,Bronze
445890,2,12,1509.98,2024-05-07,2025-06-18,754.99,617,210,0.09273570324574962,0,Bronze
445898,5,14,5285.98,2024-01-15,2025-07-18,1057.196,730,180,0.19736842105263158,0,Bronze
445975,6,19,2181.93,2024-04-10,2025-08-29,363.655,644,138,0.26706231454005935,0,Silver
445998,5,19,6940.299999999999,2024-03-06,2025-10-31,1388.06,679,75,0.21156558533145275,1,Bronze
446182,2,4,377.98,2025-09-07,2025-12-09,188.99,129,36,0.37735849056603776,1,Bronze
446358,2,4,1658.0,2025-07-14,2025-11-10,829.0,184,65,0.2803738317757009,1,Bronze
446468,1,2,359.98,2024-03-28,2024-03-28,359.98,657,657,0.04366812227074236,0,Inactive
446470,7,21,12872.14,2024-03-12,2025-12-29,1838.8771428571429,673,16,0.29871977240398295,1,Silver
446515,6,24,402.63,2024-01-09,2025-09-08,67.105,736,128,0.23498694516971277,0,Bronze
446584,3,6,5623.96,2024-02-28,2024-06-26,1874.6533333333334,686,567,0.12569832402234637,0,Inactive
446735,11,37,7440.14,2024-05-01,2025-11-05,676.3763636363636,623,70,0.5053598774885145,1,Gold
446752,4,13,4355.549999999999,2024-05-05,2025-05-17,1088.8874999999998,619,242,0.18489984591679506,0,Bronze
446883,4,17,12943.77,2024-02-01,2024-09-10,3235.9425,713,491,0.16150740242261105,0,Inactive
447603,1,4,264.0,2025-06-30,2025-06-30,264.0,198,198,0.13157894736842105,0,New
447988,10,28,6503.12,2024-02-01,2025-12-06,650.312,713,39,0.4037685060565276,1,Silver
448183,1,3,870.0,2025-10-01,2025-10-01,870.0,105,105,0.2222222222222222,0,New
448232,8,29,12808.42,2024-03-03,2025-08-05,1601.0525,682,162,0.33707865168539325,0,Silver
448802,10,45,16366.439999999999,2024-01-08,2025-10-03,1636.6439999999998,737,103,0.39113428943937417,0,Silver
449333,7,33,10635.27,2024-01-21,2025-08-02,1519.3242857142857,724,165,0.27851458885941643,0,Silver
449456,5,23,7324.0,2024-01-20,2025-10-23,1464.8,725,83,0.1986754966887417,1,Bronze
449672,6,22,4144.43,2025-05-31,2025-12-09,690.7383333333333,228,36,0.6976744186046512,1,Silver
449696,7,24,5837.36,2024-09-20,2025-09-24,833.9085714285713,481,112,0.410958904109589,0,Silver
450041,4,9,2144.67,2024-12-14,2025-12-12,536.1675,396,33,0.28169014084507044,1,Bronze
450469,1,3,26.64,2025-04-26,2025-04-26,26.64,263,263,0.10238907849829351,0,New
450600,13,42,5653.32,2024-01-19,2025-12-05,434.8707692307692,726,40,0.5158730158730159,1,Gold
451162,5,22,3550.46,2024-08-11,2025-08-12,710.092,521,155,0.27223230490018147,0,Bronze
451222,9,21,3750.41,2024-01-19,2025-08-08,416.7122222222222,726,159,0.35714285714285715,0,Silver
451257,2,10,1543.0,2024-12-07,2025-05-16,771.5,403,243,0.13856812933025403,0,Bronze
451559,7,27,11574.25,2024-03-25,2025-11-11,1653.4642857142858,660,64,0.30434782608695654,1,Silver
451706,6,10,2680.91,2024-01-20,2025-05-01,446.8183333333333,725,258,0.23841059602649006,0,Silver
451755,5,17,5283.64,2024-08-07,2025-10-25,1056.728,525,81,0.2702702702702703,1,Bronze
451777,7,31,5816.21,2024-02-02,2025-07-23,830.8871428571429,712,175,0.2830188679245283,0,Silver
452209,11,43,10211.91,2024-01-18,2025-11-13,928.3554545454546,727,62,0.43593130779392336,1,Gold
452441,4,5,2131.84,2024-03-08,2025-02-21,532.96,677,327,0.16973125884016974,0,Bronze
452766,2,9,640.1100000000001,2024-12-09,2025-09-07,320.05500000000006,401,129,0.13921113689095127,0,Bronze
452881,7,12,8392.73,2024-05-13,2025-09-06,1198.9614285714285,611,130,0.32761310452418096,0,Silver
452923,2,3,22.740000000000002,2025-06-27,2025-11-14,11.370000000000001,201,61,0.2597402597402597,1,Bronze
452924,4,14,8898.47,2024-04-09,2025-11-17,2224.6175,645,58,0.17777777777777778,1,Bronze
453171,1,2,986.0,2024-04-11,2024-04-11,986.0,643,643,0.04457652303120357,0,Inactive
453255,5,20,4511.48,2024-03-02,2025-10-03,902.2959999999999,683,103,0.2103786816269285,0,Bronze
453380,9,36,11646.77,2024-04-02,2025-11-11,1294.0855555555556,652,64,0.39589442815249265,1,Silver
453522,2,7,1013.98,2024-01-31,2024-02-11,506.99,714,703,0.08064516129032258,0,Inactive
453602,1,9,1881.0,2025-04-29,2025-04-29,1881.0,260,260,0.10344827586206898,0,New
453872,2,13,14979.95,2024-01-02,2025-06-27,7489.975,743,201,0.0776196636481242,0,Bronze
453993,6,19,499.99,2024-01-18,2025-08-03,83.33166666666666,727,164,0.23778071334214002,0,Bronze
454115,1,8,544.0,2025-10-07,2025-10-07,544.0,99,99,0.23255813953488372,0,New
454125,2,4,1145.0,2024-12-07,2025-11-25,572.5,403,50,0.13856812933025403,1,Bronze
454192,10,32,4538.32,2024-01-17,2025-11-24,453.832,728,51,0.395778364116095,1,Silver
454548,5,13,2525.9,2024-01-27,2025-12-04,505.18,718,41,0.20053475935828877,1,Bronze
454774,18,77,14814.67,2024-01-17,2025-12-24,823.0372222222222,728,21,0.712401055408971,1,Gold
454833,1,1,629.0,2024-11-10,2024-11-10,629.0,430,430,0.06521739130434782,0,Inactive
454932,14,52,9900.8,2024-01-11,2025-12-04,707.1999999999999,734,41,0.549738219895288,1,Gold
455244,1,3,173.64000000000001,2024-05-10,2024-05-10,173.64000000000001,614,614,0.04658385093167702,0,Inactive
455761,1,3,20.64,2025-06-21,2025-06-21,20.64,207,207,0.12658227848101264,0,New
456029,2,3,1136.0,2024-09-29,2025-04-26,568.0,472,263,0.1195219123505976,0,Bronze
456306,14,51,16303.29,2024-01-28,2025-12-29,1164.5207142857143,717,16,0.5622489959839357,1,Gold
456691,5,10,1412.94,2024-02-09,2025-12-22,282.588,705,23,0.20408163265306123,1,Bronze
456932,1,1,880.0,2024-02-09,2024-02-09,880.0,705,705,0.04081632653061224,0,Inactive
456958,4,7,3139.99,2024-01-17,2025-02-03,784.9975,728,345,0.158311345646438,0,Bronze
457019,2,7,627.95,2024-05-01,2024-06-24,313.975,623,569,0.09188361408882083,0,Inactive
457248,2,6,1270.0,2024-12-18,2025-12-01,635.0,392,44,0.14218009478672985,1,Bronze
457830,2,4,877.8,2024-10-22,2025-08-31,438.9,449,136,0.12526096033402923,0,Bronze
457860,3,7,1278.94,2024-07-27,2025-04-17,426.31333333333333,536,272,0.15901060070671377,0,Bronze
458021,10,36,16412.92,2024-02-13,2025-08-25,1641.292,701,142,0.4103967168262654,0,Silver
458042,3,11,1751.4499999999998,2025-05-17,2025-10-08,583.8166666666666,242,98,0.33088235294117646,0,Bronze
458104,2,5,1295.0,2024-02-21,2024-04-18,647.5,693,636,0.08298755186721991,0,Inactive
458315,3,12,785.25,2024-09-11,2025-12-03,261.75,490,42,0.1730769230769231,1,Bronze
458548,12,35,17483.83,2024-03-23,2025-11-08,1456.9858333333334,662,67,0.5202312138728323,1,Gold
458601,5,11,1848.96,2024-06-12,2025-06-07,369.79200000000003,581,221,0.24549918166939444,0,Bronze
458731,8,33,9366.89,2024-03-11,2025-12-28,1170.86125,674,17,0.34090909090909094,1,Silver
459096,3,5,1318.98,2025-03-02,2025-10-13,439.66,318,93,0.25862068965517243,0,Bronze
459273,6,14,3781.99,2024-06-16,2025-03-26,630.3316666666666,577,294,0.29654036243822074,0,Silver
459343,5,23,969.79,2024-05-21,2025-11-29,193.958,603,46,0.23696682464454974,1,Bronze
459499,2,7,659.3000000000001,2025-02-28,2025-10-04,329.65000000000003,320,102,0.17142857142857143,0,Bronze
459544,4,24,6914.37,2024-09-21,2025-05-06,1728.5925,480,253,0.23529411764705882,0,Bronze
459567,1,1,296.0,2024-10-15,2024-10-15,296.0,456,456,0.0617283950617284,0,Inactive
459637,1,5,1495.0,2024-08-31,2024-08-31,1495.0,501,501,0.05649717514124294,0,Inactive
459811,2,13,4551.9400000000005,2024-04-20,2025-07-15,2275.9700000000003,634,183,0.09036144578313253,0,Bronze
459891,4,12,3059.94,2024-01-31,2025-06-28,764.985,714,200,0.16129032258064516,0,Bronze
459919,3,8,1825.8,2024-03-01,2025-12-22,608.6,684,23,0.12605042016806722,1,Bronze
459996,1,2,438.0,2024-11-20,2024-11-20,438.0,420,420,0.06666666666666667,0,Inactive
460245,7,20,1804.24,2024-03-03,2025-08-25,257.74857142857144,682,142,0.2949438202247191,0,Bronze
460587,1,3,1796.3999999999999,2024-12-12,2024-12-12,1796.3999999999999,398,398,0.07009345794392523,0,Inactive
460687,10,30,7969.860000000001,2024-04-08,2025-10-11,796.9860000000001,646,95,0.4437869822485207,0,Silver
460999,6,17,2788.65,2024-01-30,2025-12-26,464.77500000000003,715,19,0.24161073825503357,1,Silver
461163,5,10,1649.7199999999998,2024-06-16,2025-11-19,329.94399999999996,577,56,0.2471169686985173,1,Bronze
461221,1,6,690.0,2024-04-12,2024-04-12,690.0,642,642,0.044642857142857144,0,Inactive
461700,7,19,4948.32,2024-03-25,2025-10-17,706.9028571428571,660,89,0.30434782608695654,1,Silver
461824,3,14,3969.0,2024-09-20,2025-12-14,1323.0,481,31,0.1761252446183953,1,Bronze
461853,5,16,2265.18,2024-11-16,2025-05-06,453.03599999999994,424,253,0.3303964757709251,0,Bronze
461982,25,107,21502.52,2024-01-04,2025-11-13,860.1008,741,62,0.9727626459143969,1,Gold
462142,3,5,841.97,2024-04-01,2025-11-03,280.6566666666667,653,72,0.13177159590043924,1,Bronze
462438,13,34,4025.55,2024-01-20,2025-12-27,309.65769230769234,725,18,0.5165562913907285,1,Silver
463039,3,3,1273.49,2024-05-02,2024-11-22,424.49666666666667,622,418,0.1380368098159509,0,Inactive
463114,11,47,7556.84,2024-02-25,2025-11-20,686.9854545454546,689,55,0.458970792767733,1,Gold
463190,1,2,219.9,2025-07-29,2025-07-29,219.9,169,169,0.1507537688442211,0,New
463334,5,20,5410.8,2024-01-16,2025-09-03,1082.16,729,133,0.1976284584980237,0,Bronze
463529,4,20,2505.24,2024-03-11,2025-11-15,626.31,674,60,0.17045454545454547,1,Bronze
463657,6,16,2085.54,2024-03-15,2025-06-11,347.59,670,217,0.2571428571428572,0,Silver
463947,2,2,287.88,2024-10-21,2025-11-24,143.94,450,51,0.125,1,Bronze
464491,1,5,510.0,2024-10-28,2024-10-28,510.0,443,443,0.06342494714587738,0,Inactive
464989,2,2,62.89,2024-05-19,2024-09-10,31.445,605,491,0.09448818897637795,0,Inactive
465245,3,10,1179.9,2024-01-23,2024-09-10,393.3,722,491,0.1196808510638298,0,Inactive
465435,3,14,3451.25,2024-08-04,2025-11-02,1150.4166666666667,528,73,0.16129032258064516,1,Bronze
465854,6,13,5051.73,2024-05-10,2025-04-19,841.9549999999999,614,270,0.27950310559006214,0,Silver
466143,3,10,8158.49,2024-11-20,2025-12-20,2719.4966666666664,420,25,0.2,1,Bronze
466299,2,8,2068.93,2024-12-23,2025-04-24,1034.465,387,265,0.14388489208633093,0,Bronze
466300,6,23,6436.76,2024-06-03,2025-09-03,1072.7933333333333,590,133,0.29032258064516125,0,Silver
466301,3,11,5092.0,2024-05-18,2025-06-20,1697.3333333333333,606,208,0.14150943396226415,0,Bronze
466309,3,5,2938.0,2024-04-06,2025-02-21,979.3333333333334,648,327,0.1327433628318584,0,Bronze
466333,4,11,4823.9,2024-10-24,2025-12-20,1205.975,447,25,0.25157232704402516,1,Bronze
466363,3,18,6734.7,2024-12-25,2025-04-05,2244.9,385,284,0.21686746987951808,0,Bronze
466634,2,14,3723.2999999999997,2024-11-17,2025-06-03,1861.6499999999999,423,225,0.13245033112582782,0,Bronze
466813,6,20,7913.83,2024-08-16,2025-10-23,1318.9716666666666,516,83,0.32967032967032966,1,Silver
466912,6,16,4674.46,2024-01-22,2025-10-07,779.0766666666667,723,99,0.2390438247011952,0,Silver
467049,6,19,6875.93,2024-03-29,2025-02-19,1145.9883333333335,656,329,0.26239067055393583,0,Silver
467069,9,26,2138.33,2024-02-26,2025-11-19,237.5922222222222,688,56,0.37604456824512533,1,Silver
467182,9,38,6124.24,2024-03-01,2025-12-17,680.4711111111111,684,28,0.37815126050420167,1,Silver
467252,3,14,3509.45,2024-04-03,2025-05-31,1169.8166666666666,651,228,0.13215859030837004,0,Bronze
467699,3,17,2831.9300000000003,2025-02-26,2025-12-15,943.9766666666668,322,30,0.2556818181818182,1,Bronze
467742,9,25,2992.8599999999997,2024-01-31,2025-09-24,332.53999999999996,714,112,0.3629032258064516,0,Silver
467801,2,8,1608.16,2025-09-22,2025-12-17,804.08,114,28,0.4166666666666667,1,Bronze
467886,7,23,3902.58,2024-04-14,2025-09-13,557.5114285714286,640,123,0.31343283582089554,0,Silver
468046,2,6,1394.0,2024-09-09,2025-04-30,697.0,492,259,0.1149425287356322,0,Bronze
468124,1,5,2995.0,2025-07-21,2025-07-21,2995.0,177,177,0.14492753623188406,0,New
468359,5,16,3324.94,2024-05-15,2025-12-31,664.988,609,14,0.2347417840375587,1,Bronze
468466,2,4,715.97,2024-04-09,2025-03-02,357.985,645,318,0.08888888888888889,0,Bronze
468899,3,13,3388.7,2024-01-13,2025-08-26,1129.5666666666666,732,141,0.11811023622047245,0,Bronze
468948,5,14,2247.4300000000003,2024-02-20,2025-09-17,449.48600000000005,694,119,0.20718232044198895,0,Bronze
469225,7,18,2154.39,2024-02-18,2025-12-13,307.77,696,32,0.2892561983471075,1,Silver
469440,7,21,6832.82,2024-05-13,2025-10-25,976.1171428571428,611,81,0.32761310452418096,1,Silver
469741,10,39,10976.55,2024-03-04,2025-11-14,1097.655,681,61,0.4219409282700422,1,Silver
469786,5,16,562.49,2024-06-10,2025-05-19,112.498,583,240,0.24469820554649266,0,Bronze
469815,1,5,34.95,2025-06-28,2025-06-28,34.95,200,200,0.13043478260869565,0,New
470064,2,9,2479.59,2024-11-05,2025-12-13,1239.795,435,32,0.12903225806451613,1,Bronze
470376,3,15,1033.0700000000002,2025-03-30,2025-06-03,344.35666666666674,290,225,0.28125,0,Bronze
470428,1,1,119.0,2024-06-01,2024-06-01,119.0,592,592,0.04823151125401929,0,Inactive
470470,11,28,6015.650000000001,2024-02-28,2025-10-14,546.8772727272727,686,92,0.46089385474860334,0,Gold
470757,2,5,888.0,2024-05-14,2025-07-06,444.0,610,192,0.09375,0,Bronze
470965,7,22,8914.17,2024-01-28,2025-05-09,1273.452857142857,717,250,0.28112449799196787,0,Silver
471223,13,46,10879.14,2024-04-30,2025-10-29,836.8569230769231,624,77,0.5963302752293578,1,Gold
471236,1,3,1335.0,2024-01-27,2024-01-27,1335.0,718,718,0.040106951871657755,0,Inactive
471557,1,7,699.93,2024-10-24,2024-10-24,699.93,447,447,0.06289308176100629,0,Inactive
471635,6,25,1847.92,2024-04-12,2025-11-03,307.9866666666667,642,72,0.26785714285714285,1,Bronze
471681,5,24,8896.5,2024-03-31,2025-09-13,1779.3,654,123,0.21929824561403508,0,Bronze
471768,3,18,3630.9300000000003,2024-09-28,2025-03-16,1210.3100000000002,473,304,0.17892644135188868,0,Bronze
472362,16,33,9439.75,2024-01-06,2025-12-06,589.984375,739,39,0.6241872561768531,1,Gold
472719,1,1,257.5,2024-10-27,2024-10-27,257.5,444,444,0.06329113924050632,0,Inactive
472797,4,8,4295.860000000001,2024-05-05,2025-08-31,1073.9650000000001,619,136,0.18489984591679506,0,Bronze
473267,3,7,309.95,2024-08-26,2025-04-06,103.31666666666666,506,283,0.16791044776119401,0,Bronze
473349,1,3,121.64999999999999,2025-08-28,2025-08-28,121.64999999999999,139,139,0.17751479289940827,0,New
473476,6,22,4899.63,2024-02-01,2025-07-08,816.605,713,190,0.24226110363391656,0,Silver
473645,4,9,1945.6399999999999,2024-01-13,2025-11-11,486.40999999999997,732,64,0.15748031496062992,1,Bronze
473689,5,18,15918.49,2024-04-02,2025-07-14,3183.698,652,184,0.21994134897360704,0,Bronze
473791,3,7,3153.0,2024-04-25,2025-06-03,1051.0,629,225,0.13657056145675267,0,Bronze
473913,2,2,34.98,2024-12-20,2025-03-14,17.49,390,306,0.14285714285714285,0,Bronze
474309,14,39,20450.780000000002,2024-03-29,2025-11-17,1460.7700000000002,656,58,0.6122448979591837,1,Gold
474678,4,12,2343.48,2024-09-27,2025-11-28,585.87,474,47,0.23809523809523808,1,Bronze
474789,6,22,5088.9,2024-06-09,2025-09-17,848.15,584,119,0.2931596091205212,0,Silver
475009,3,9,2783.6,2024-07-06,2025-11-30,927.8666666666667,557,45,0.15332197614991483,1,Bronze
475071,3,4,843.72,2024-04-03,2025-06-27,281.24,651,201,0.13215859030837004,0,Bronze
475105,8,41,15906.9,2024-02-16,2025-11-18,1988.3625,698,57,0.32967032967032966,1,Silver
475180,3,10,1034.76,2024-01-23,2025-03-31,344.92,722,289,0.1196808510638298,0,Bronze
475485,8,28,8239.39,2024-03-25,2025-12-14,1029.92375,660,31,0.34782608695652173,1,Silver
475534,3,7,2244.7799999999997,2024-04-28,2025-02-20,748.2599999999999,626,328,0.13719512195121952,0,Bronze
475574,4,12,3148.0,2024-05-29,2025-05-30,787.0,595,229,0.192,0,Bronze
475710,3,9,562.52,2024-06-04,2025-05-22,187.50666666666666,589,237,0.14539579967689822,0,Bronze
475779,1,1,156.0,2024-01-30,2024-01-30,156.0,715,715,0.04026845637583893,0,Inactive
475786,2,4,131.84,2024-02-03,2024-10-08,65.92,711,463,0.08097165991902834,0,Inactive
476114,1,10,2899.9,2025-07-24,2025-07-24,2899.9,174,174,0.14705882352941177,0,New
476275,13,58,22352.79,2024-01-15,2025-12-11,1719.4453846153847,730,34,0.5131578947368421,1,Gold
476418,1,2,319.98,2025-10-29,2025-10-29,319.98,77,77,0.2803738317757009,1,New
476425,1,3,804.0,2024-02-02,2024-02-02,804.0,712,712,0.04043126684636118,0,Inactive
476441,6,19,2828.49,2024-01-05,2025-07-11,471.41499999999996,740,187,0.23376623376623376,0,Silver
477258,6,10,2878.33,2024-01-12,2025-11-25,479.72166666666664,733,50,0.23591087811271297,1,Silver
477328,7,30,5260.38,2024-02-19,2025-12-31,751.4828571428571,695,14,0.28965517241379307,1,Silver
477389,4,9,2125.83,2024-01-12,2025-05-23,531.4575,733,236,0.15727391874180865,0,Bronze
477437,5,16,2569.09,2024-01-27,2025-11-07,513.818,718,68,0.20053475935828877,1,Bronze
477948,1,2,676.0,2025-12-07,2025-12-07,676.0,38,38,0.4411764705882353,1,New
478136,3,4,1535.8700000000001,2024-01-22,2025-12-10,511.9566666666667,723,35,0.1195219123505976,1,Bronze
478298,24,75,22340.07,2024-01-04,2025-12-18,930.83625,741,27,0.933852140077821,1,Gold
478492,8,22,5753.33,2024-07-08,2025-10-19,719.16625,555,87,0.41025641025641024,1,Silver
478554,3,12,3154.62,2024-02-04,2024-03-13,1051.54,710,672,0.12162162162162161,0,Inactive
478557,6,8,916.2,2024-01-22,2025-10-14,152.70000000000002,723,92,0.2390438247011952,0,Bronze
478628,2,6,163.14,2025-03-18,2025-08-02,81.57,302,165,0.18072289156626506,0,Bronze
478863,9,33,7661.33,2024-02-01,2025-12-17,851.2588888888889,713,28,0.3633916554508749,1,Silver
478977,16,45,24962.43,2024-01-07,2025-10-18,1560.151875,738,88,0.625,1,Gold
479309,1,2,64.0,2024-07-20,2024-07-20,64.0,543,543,0.05235602094240837,0,Inactive
479447,3,10,18117.9,2024-04-06,2024-11-13,6039.3,648,427,0.1327433628318584,0,Inactive
479605,3,8,637.96,2024-12-10,2025-05-05,212.65333333333334,400,254,0.20930232558139533,0,Bronze
479678,5,33,22113.67,2024-09-21,2025-08-29,4422.7339999999995,480,138,0.29411764705882354,0,Bronze
480132,6,15,3069.9300000000003,2024-01-24,2025-08-24,511.65500000000003,721,143,0.23968042609853527,0,Silver
480202,6,20,4044.96,2024-07-21,2025-12-14,674.16,542,31,0.3146853146853147,1,Silver
480220,10,39,8735.3,2024-01-08,2025-12-22,873.53,737,23,0.39113428943937417,1,Silver
480505,3,10,1192.0,2024-08-16,2025-05-13,397.3333333333333,516,246,0.16483516483516483,0,Bronze
480516,7,13,3578.09,2024-04-13,2025-10-19,511.1557142857143,641,87,0.31296572280178836,1,Silver
480550,12,31,7605.62,2024-01-27,2025-11-24,633.8016666666666,718,51,0.48128342245989303,1,Gold
480659,4,15,2469.46,2024-03-01,2025-06-27,617.365,684,201,0.1680672268907563,0,Bronze
480894,2,13,1613.8700000000001,2025-05-04,2025-06-16,806.9350000000001,255,212,0.21052631578947367,0,Bronze
481077,6,17,3128.51,2024-02-07,2025-11-12,521.4183333333334,707,63,0.24423337856173677,1,Silver
481104,1,2,1178.0,2025-04-19,2025-04-19,1178.0,270,270,0.1,0,New
481327,2,11,651.8899999999999,2024-08-02,2025-12-07,325.94499999999994,530,38,0.10714285714285714,1,Bronze
481506,3,10,1088.55,2024-05-31,2025-04-26,362.84999999999997,593,263,0.14446227929373998,0,Bronze
482108,7,26,20615.59,2024-04-16,2025-07-17,2945.0842857142857,638,181,0.31437125748503,0,Silver
482180,1,1,232.0,2024-10-20,2024-10-20,232.0,451,451,0.06237006237006238,0,Inactive
482221,7,38,14513.16,2024-12-10,2025-10-10,2073.308571428571,400,96,0.4883720930232558,0,Silver
482346,2,3,512.0,2024-04-18,2025-06-14,256.0,636,214,0.0900900900900901,0,Bronze
482970,3,6,867.6700000000001,2024-03-10,2025-11-24,289.22333333333336,675,51,0.1276595744680851,1,Bronze
483118,13,48,17863.29,2024-04-26,2025-11-07,1374.0992307692309,628,68,0.5927051671732523,1,Gold
483702,2,4,151.1,2025-05-03,2025-06-19,75.55,256,209,0.2097902097902098,0,Bronze
484181,3,9,926.9200000000001,2024-05-23,2025-04-18,308.97333333333336,601,271,0.14263074484944532,0,Bronze
484299,2,5,10599.769999999999,2024-05-17,2024-11-15,5299.884999999999,607,425,0.09419152276295133,0,Inactive
484430,6,18,3244.02,2024-01-18,2025-06-29,540.67,727,199,0.23778071334214002,0,Silver
484432,7,23,7351.32,2024-04-08,2025-11-11,1050.1885714285713,646,64,0.3106508875739645,1,Silver
484719,3,10,4068.0,2024-02-25,2025-11-05,1356.0,689,70,0.12517385257301808,1,Bronze
484984,5,17,2676.79,2024-04-05,2025-06-11,535.358,649,217,0.22091310751104565,0,Bronze
