ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Total_Units_Sold,Total_Orders,Total_Revenue_USD,Last_Sold_Date,Avg_Order_Quantity,Sales_Rank,Is_Top_Seller
390,WWI Laptop19W X0196 Black,Wide World Importers,Black,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,46.0,21.0,59754.0,2025-12-18,2.1904761904761907,206,1
391,WWI Laptop15 M0150 Black,Wide World Importers,Black,$321.44 ,$699.00 ,301,Laptops,3,Computers,42.0,12.0,29358.0,2025-10-07,3.5,532,0
392,WWI Laptop12 M0120 Black,Wide World Importers,Black,$195.24 ,$382.95 ,301,Laptops,3,Computers,42.0,15.0,16083.9,2025-10-20,2.8,854,0
393,WWI Laptop16 M0160 Black,Wide World Importers,Black,$275.46 ,$599.00 ,301,Laptops,3,Computers,93.0,24.0,55707.0,2025-11-30,3.875,226,1
394,WWI Laptop15.4W M0156 Black,Wide World Importers,Black,$348.58 ,$758.00 ,301,Laptops,3,Computers,88.0,28.0,66704.0,2025-10-16,3.142857142857143,171,1
395,WWI Laptop8.9 E0089 Black,Wide World Importers,Black,$166.20 ,$326.00 ,301,Laptops,3,Computers,85.0,26.0,27710.0,2025-12-04,3.269230769230769,562,0
396,WWI Laptop19W X0196 White,Wide World Importers,White,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,40.0,19.0,51960.0,2025-10-26,2.1052631578947367,252,0
397,WWI Laptop15 M0150 White,Wide World Importers,White,$321.44 ,$699.00 ,301,Laptops,3,Computers,55.0,15.0,38445.0,2025-12-27,3.6666666666666665,386,0
398,WWI Laptop12 M0120 White,Wide World Importers,White,$195.24 ,$382.95 ,301,Laptops,3,Computers,62.0,24.0,23742.899999999998,2025-12-20,2.5833333333333335,646,0
399,WWI Laptop16 M0160 White,Wide World Importers,White,$275.46 ,$599.00 ,301,Laptops,3,Computers,82.0,26.0,49118.0,2025-12-22,3.1538461538461537,271,0
400,WWI Laptop15.4W M0156 White,Wide World Importers,White,$348.58 ,$758.00 ,301,Laptops,3,Computers,46.0,16.0,34868.0,2025-08-15,2.875,427,0
401,WWI Laptop8.9 E0089 White,Wide World Importers,White,$166.20 ,$326.00 ,301,Laptops,3,Computers,40.0,19.0,13040.0,2025-11-26,2.1052631578947367,973,0
402,WWI Laptop19W X0196 Blue,Wide World Importers,Blue,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,79.0,29.0,102621.0,2025-12-17,2.7241379310344827,100,1
403,WWI Laptop15 M0150 Blue,Wide World Importers,Blue,$321.44 ,$699.00 ,301,Laptops,3,Computers,45.0,18.0,31455.0,2025-12-09,2.5,494,0
404,Proseware Laptop19 X910 Black,Proseware,Black,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,58.0,22.0,75342.0,2025-12-22,2.6363636363636362,147,1
405,Proseware Laptop15 M510 Black,Proseware,Black,$321.44 ,$699.00 ,301,Laptops,3,Computers,63.0,18.0,44037.0,2025-12-15,3.5,311,0
406,Proseware Laptop12 M210 Black,Proseware,Black,$195.24 ,$382.95 ,301,Laptops,3,Computers,77.0,21.0,29487.149999999998,2025-11-19,3.6666666666666665,528,0
407,Proseware Laptop16 M610 Black,Proseware,Black,$275.46 ,$599.00 ,301,Laptops,3,Computers,46.0,16.0,27554.0,2025-11-08,2.875,565,0
408,Proseware Laptop15.4W M518 Black,Proseware,Black,$348.58 ,$758.00 ,301,Laptops,3,Computers,57.0,16.0,43206.0,2025-12-09,3.5625,327,0
409,Proseware Laptop8.9 E089 Black,Proseware,Black,$166.20 ,$326.00 ,301,Laptops,3,Computers,82.0,23.0,26732.0,2025-12-12,3.5652173913043477,584,0
410,Proseware Laptop19W X910 White,Proseware,White,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,72.0,22.0,93528.0,2025-11-28,3.272727272727273,117,1
411,Proseware Laptop15 M510 White,Proseware,White,$321.44 ,$699.00 ,301,Laptops,3,Computers,73.0,19.0,51027.0,2025-12-02,3.8421052631578947,259,0
412,Proseware Laptop12 M210 White,Proseware,White,$195.24 ,$382.95 ,301,Laptops,3,Computers,68.0,26.0,26040.6,2025-12-22,2.6153846153846154,597,0
413,Proseware Laptop16 M610 White,Proseware,White,$275.46 ,$599.00 ,301,Laptops,3,Computers,53.0,17.0,31747.0,2025-10-03,3.1176470588235294,488,0
414,Proseware Laptop15.4W M518 White,Proseware,White,$348.58 ,$758.00 ,301,Laptops,3,Computers,66.0,23.0,50028.0,2025-11-26,2.869565217391304,265,0
415,Proseware Laptop8.9 E089 White,Proseware,White,$166.20 ,$326.00 ,301,Laptops,3,Computers,48.0,21.0,15648.0,2025-11-07,2.2857142857142856,869,0
416,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,$321.05 ,$969.00 ,303,Desktops,3,Computers,481.0,146.0,466089.0,2025-12-22,3.2945205479452055,2,1
417,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,$275.46 ,$599.00 ,303,Desktops,3,Computers,480.0,150.0,287520.0,2025-12-23,3.2,15,1
418,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,$137.63 ,$269.95 ,303,Desktops,3,Computers,430.0,147.0,116078.5,2025-12-31,2.925170068027211,78,1
419,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,$188.13 ,$369.00 ,303,Desktops,3,Computers,493.0,149.0,181917.0,2025-12-29,3.3087248322147653,36,1
420,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,$254.86 ,$499.90 ,303,Desktops,3,Computers,477.0,137.0,238452.3,2025-12-31,3.4817518248175183,20,1
421,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Silver,$215.68 ,$469.00 ,303,Desktops,3,Computers,464.0,145.0,217616.0,2025-12-19,3.2,24,1
422,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Black,$321.05 ,$969.00 ,303,Desktops,3,Computers,462.0,151.0,447678.0,2025-12-30,3.0596026490066226,4,1
423,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,$275.46 ,$599.00 ,303,Desktops,3,Computers,514.0,162.0,307886.0,2025-12-25,3.1728395061728394,14,1
424,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,$137.63 ,$269.95 ,303,Desktops,3,Computers,521.0,155.0,140643.94999999998,2025-12-30,3.361290322580645,55,1
425,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,$188.13 ,$369.00 ,303,Desktops,3,Computers,520.0,146.0,191880.0,2025-12-30,3.5616438356164384,33,1
426,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,$254.86 ,$499.90 ,303,Desktops,3,Computers,392.0,128.0,195960.8,2025-12-21,3.0625,32,1
427,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,$215.68 ,$469.00 ,303,Desktops,3,Computers,476.0,146.0,223244.0,2025-12-21,3.26027397260274,22,1
428,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,$321.05 ,$969.00 ,303,Desktops,3,Computers,479.0,144.0,464151.0,2025-12-31,3.326388888888889,3,1
429,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Brown,$275.87 ,$599.90 ,303,Desktops,3,Computers,405.0,126.0,242959.5,2025-12-31,3.2142857142857144,19,1
430,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,$137.63 ,$269.95 ,303,Desktops,3,Computers,455.0,141.0,122827.24999999999,2025-12-14,3.226950354609929,74,1
431,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Brown,$188.13 ,$369.00 ,303,Desktops,3,Computers,376.0,127.0,138744.0,2025-12-16,2.9606299212598426,58,1
432,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,$254.86 ,$499.90 ,303,Desktops,3,Computers,439.0,138.0,219456.09999999998,2025-12-31,3.181159420289855,23,1
433,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,$321.05 ,$969.00 ,303,Desktops,3,Computers,451.0,142.0,437019.0,2025-12-31,3.176056338028169,5,1
434,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,$275.46 ,$599.00 ,303,Desktops,3,Computers,521.0,158.0,312079.0,2025-12-31,3.2974683544303796,12,1
435,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,$137.63 ,$269.95 ,303,Desktops,3,Computers,505.0,147.0,136324.75,2025-12-25,3.435374149659864,61,1
436,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,White,$188.13 ,$369.00 ,303,Desktops,3,Computers,490.0,156.0,180810.0,2025-12-14,3.141025641025641,38,1
437,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,White,$254.86 ,$499.90 ,303,Desktops,3,Computers,400.0,136.0,199960.0,2025-12-29,2.9411764705882355,29,1
438,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Silver,$304.48 ,$919.00 ,303,Desktops,3,Computers,392.0,142.0,360248.0,2025-12-28,2.76056338028169,10,1
439,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Brown,$257.06 ,$559.00 ,303,Desktops,3,Computers,458.0,139.0,256022.0,2025-12-20,3.2949640287769784,16,1
440,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Silver,$112.14 ,$219.95 ,303,Desktops,3,Computers,507.0,156.0,111514.65,2025-12-26,3.25,83,1
441,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Brown,$117.21 ,$229.90 ,303,Desktops,3,Computers,348.0,114.0,80005.2,2025-12-30,3.0526315789473686,136,1
442,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,$137.60 ,$269.90 ,303,Desktops,3,Computers,415.0,131.0,112008.49999999999,2025-12-19,3.16793893129771,81,1
443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,$160.49 ,$349.00 ,303,Desktops,3,Computers,421.0,133.0,146929.0,2025-12-21,3.1654135338345863,51,1
444,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,$304.48 ,$919.00 ,303,Desktops,3,Computers,550.0,154.0,505450.0,2025-12-30,3.5714285714285716,1,1
445,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,$257.06 ,$559.00 ,303,Desktops,3,Computers,386.0,141.0,215774.0,2025-12-24,2.7375886524822697,26,1
446,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Black,$112.14 ,$219.95 ,303,Desktops,3,Computers,509.0,158.0,111954.54999999999,2025-12-26,3.221518987341772,82,1
447,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,$117.21 ,$229.90 ,303,Desktops,3,Computers,377.0,123.0,86672.3,2025-12-13,3.065040650406504,126,1
448,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,$137.60 ,$269.90 ,303,Desktops,3,Computers,505.0,157.0,136299.5,2025-12-24,3.21656050955414,62,1
449,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,$160.49 ,$349.00 ,303,Desktops,3,Computers,453.0,131.0,158097.0,2025-12-21,3.4580152671755724,46,1
450,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,$304.48 ,$919.00 ,303,Desktops,3,Computers,460.0,151.0,422740.0,2025-12-31,3.0463576158940397,7,1
451,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Silver,$257.06 ,$559.00 ,303,Desktops,3,Computers,456.0,147.0,254904.0,2025-12-28,3.1020408163265305,17,1
452,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,$112.14 ,$219.95 ,303,Desktops,3,Computers,505.0,149.0,111074.74999999999,2025-12-29,3.389261744966443,86,1
453,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,$117.21 ,$229.90 ,303,Desktops,3,Computers,480.0,156.0,110352.0,2025-12-30,3.076923076923077,88,1
454,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,$137.60 ,$269.90 ,303,Desktops,3,Computers,428.0,144.0,115517.2,2025-12-31,2.9722222222222223,79,1
455,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,$304.48 ,$919.00 ,303,Desktops,3,Computers,462.0,131.0,424578.0,2025-12-24,3.5267175572519083,6,1
456,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,$257.06 ,$559.00 ,303,Desktops,3,Computers,448.0,142.0,250432.0,2025-12-15,3.1549295774647885,18,1
457,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,$112.14 ,$219.95 ,303,Desktops,3,Computers,424.0,136.0,93258.79999999999,2025-12-25,3.1176470588235294,118,1
458,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,$117.21 ,$229.90 ,303,Desktops,3,Computers,538.0,158.0,123686.2,2025-12-28,3.4050632911392404,73,1
459,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,$137.60 ,$269.90 ,303,Desktops,3,Computers,409.0,132.0,110389.09999999999,2025-12-27,3.0984848484848486,87,1
460,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,$152.90 ,$299.90 ,303,Desktops,3,Computers,464.0,145.0,139153.59999999998,2025-12-24,3.2,57,1
461,Proseware LCD24 X300 Black,Proseware,Black,$271.35 ,$819.00 ,304,Monitors,3,Computers,79.0,18.0,64701.0,2025-12-07,4.388888888888889,183,1
462,Proseware LCD24W X300 Black,Proseware,Black,$287.92 ,$869.00 ,304,Monitors,3,Computers,75.0,24.0,65175.0,2025-12-15,3.125,180,1
463,Proseware LCD22 M2000 Black,Proseware,Black,$205.09 ,$619.00 ,304,Monitors,3,Computers,28.0,9.0,17332.0,2025-11-18,3.111111111111111,820,0
464,Proseware LCD22W M2001 Black,Proseware,Black,$224.97 ,$679.00 ,304,Monitors,3,Computers,77.0,26.0,52283.0,2025-12-05,2.9615384615384617,251,1
465,Proseware LCD20 M200 Black,Proseware,Black,$119.11 ,$259.00 ,304,Monitors,3,Computers,70.0,19.0,18130.0,2025-10-05,3.6842105263157894,796,0
466,Proseware LCD20W M230 Black,Proseware,Black,$128.30 ,$279.00 ,304,Monitors,3,Computers,29.0,10.0,8091.0,2025-12-31,2.9,1236,0
467,Proseware LCD19 E1000 Black,Proseware,Black,$63.92 ,$139.00 ,304,Monitors,3,Computers,58.0,18.0,8062.0,2025-12-28,3.2222222222222223,1239,0
468,Proseware LCD19W M100 Black,Proseware,Black,$82.32 ,$179.00 ,304,Monitors,3,Computers,80.0,26.0,14320.0,2025-11-19,3.076923076923077,926,0
469,Proseware LCD17 E200 Black,Proseware,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,69.0,23.0,6831.0,2025-12-21,3.0,1351,0
470,Proseware LCD17W E202 Black,Proseware,Black,$65.77 ,$129.00 ,304,Monitors,3,Computers,88.0,26.0,11352.0,2025-12-12,3.3846153846153846,1053,0
471,Proseware LCD15 E103 Black,Proseware,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,78.0,25.0,7722.0,2025-12-18,3.12,1273,0
472,Proseware CRT19 E201 Black,Proseware,Black,$35.18 ,$69.00 ,304,Monitors,3,Computers,55.0,20.0,3795.0,2025-12-24,2.75,1735,0
473,Proseware CRT17 E104 Black,Proseware,Black,$30.08 ,$59.00 ,304,Monitors,3,Computers,65.0,22.0,3835.0,2025-09-30,2.9545454545454546,1729,0
474,Proseware CRT15 E10 Black,Proseware,Black,$24.98 ,$49.00 ,304,Monitors,3,Computers,106.0,28.0,5194.0,2025-12-10,3.7857142857142856,1532,0
475,Proseware LCD24 X300 White,Proseware,White,$271.35 ,$819.00 ,304,Monitors,3,Computers,53.0,17.0,43407.0,2025-12-01,3.1176470588235294,322,0
476,Proseware LCD24W X300 White,Proseware,White,$287.92 ,$869.00 ,304,Monitors,3,Computers,30.0,12.0,26070.0,2025-09-28,2.5,596,0
477,Proseware LCD22 M2000 White,Proseware,White,$205.09 ,$619.00 ,304,Monitors,3,Computers,56.0,17.0,34664.0,2025-11-17,3.2941176470588234,431,0
478,Proseware LCD22W M2001 White,Proseware,White,$224.97 ,$679.00 ,304,Monitors,3,Computers,26.0,12.0,17654.0,2025-11-05,2.1666666666666665,812,0
479,Proseware LCD20 M200 White,Proseware,White,$119.11 ,$259.00 ,304,Monitors,3,Computers,37.0,11.0,9583.0,2025-09-17,3.3636363636363638,1133,0
480,Proseware LCD20W M230 White,Proseware,White,$128.30 ,$279.00 ,304,Monitors,3,Computers,59.0,18.0,16461.0,2025-11-01,3.2777777777777777,843,0
481,Proseware LCD19 E1000 White,Proseware,White,$63.92 ,$139.00 ,304,Monitors,3,Computers,76.0,25.0,10564.0,2025-12-05,3.04,1090,0
482,Proseware LCD19W M100 White,Proseware,White,$82.32 ,$179.00 ,304,Monitors,3,Computers,73.0,21.0,13067.0,2025-12-29,3.4761904761904763,971,0
483,Proseware LCD17 E200 White,Proseware,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,66.0,22.0,6534.0,2025-12-03,3.0,1374,0
484,Proseware LCD17W E202 White,Proseware,White,$65.77 ,$129.00 ,304,Monitors,3,Computers,45.0,16.0,5805.0,2025-12-30,2.8125,1467,0
485,Proseware LCD15 E103 White,Proseware,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,60.0,16.0,5940.0,2025-11-19,3.75,1444,0
486,Proseware CRT19 E201 White,Proseware,White,$35.18 ,$69.00 ,304,Monitors,3,Computers,59.0,20.0,4071.0,2025-11-20,2.95,1686,0
487,Proseware CRT17 E104 White,Proseware,White,$30.08 ,$59.00 ,304,Monitors,3,Computers,64.0,19.0,3776.0,2025-11-11,3.3684210526315788,1738,0
488,Proseware CRT15 E10 White,Proseware,White,$24.98 ,$49.00 ,304,Monitors,3,Computers,48.0,16.0,2352.0,2025-12-05,3.0,1937,0
489,Adventure Works LCD24 X300 Black,Adventure Works,Black,$271.35 ,$819.00 ,304,Monitors,3,Computers,46.0,20.0,37674.0,2025-11-13,2.3,397,0
490,Adventure Works LCD24W X300 Black,Adventure Works,Black,$287.92 ,$869.00 ,304,Monitors,3,Computers,44.0,22.0,38236.0,2025-12-18,2.0,390,0
491,Adventure Works LCD22 M200 Black,Adventure Works,Black,$205.09 ,$619.00 ,304,Monitors,3,Computers,70.0,25.0,43330.0,2025-12-04,2.8,325,0
492,Adventure Works LCD22W M200 Black,Adventure Works,Black,$224.97 ,$679.00 ,304,Monitors,3,Computers,48.0,16.0,32592.0,2025-11-26,3.0,473,0
493,Adventure Works LCD20 M210 Black,Adventure Works,Black,$119.11 ,$259.00 ,304,Monitors,3,Computers,63.0,18.0,16317.0,2025-12-22,3.5,846,0
494,Adventure Works LCD20W M240 Black,Adventure Works,Black,$128.30 ,$279.00 ,304,Monitors,3,Computers,52.0,15.0,14508.0,2025-09-29,3.466666666666667,918,0
495,Adventure Works LCD19 E108 Black,Adventure Works,Black,$70.87 ,$139.00 ,304,Monitors,3,Computers,70.0,20.0,9730.0,2025-07-25,3.5,1128,0
496,Adventure Works LCD19W M100 Black,Adventure Works,Black,$82.32 ,$179.00 ,304,Monitors,3,Computers,47.0,17.0,8413.0,2025-10-10,2.764705882352941,1209,0
497,Adventure Works LCD17 E200 Black,Adventure Works,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,42.0,14.0,4158.0,2025-12-10,3.0,1673,0
498,Adventure Works LCD17W E203 Black,Adventure Works,Black,$65.77 ,$129.00 ,304,Monitors,3,Computers,46.0,19.0,5934.0,2025-10-29,2.4210526315789473,1446,0
499,Adventure Works LCD15 E100 Black,Adventure Works,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,49.0,18.0,4851.0,2025-12-28,2.7222222222222223,1564,0
500,Adventure Works CRT19 E10 Black,Adventure Works,Black,$22.86 ,$69.00 ,304,Monitors,3,Computers,68.0,16.0,4692.0,2025-12-14,4.25,1585,0
501,Adventure Works CRT17 E105 Black,Adventure Works,Black,$30.08 ,$59.00 ,304,Monitors,3,Computers,33.0,10.0,1947.0,2025-11-09,3.3,1995,0
502,Adventure Works CRT15 E101 Black,Adventure Works,Black,$29.82 ,$90.00 ,304,Monitors,3,Computers,45.0,16.0,4050.0,2025-11-24,2.8125,1688,0
503,Adventure Works LCD24 X300 White,Adventure Works,White,$271.35 ,$819.00 ,304,Monitors,3,Computers,51.0,17.0,41769.0,2025-11-14,3.0,344,0
504,Adventure Works LCD24W X300 White,Adventure Works,White,$287.92 ,$869.00 ,304,Monitors,3,Computers,45.0,16.0,39105.0,2025-11-11,2.8125,378,0
505,Adventure Works LCD22 M200 White,Adventure Works,White,$205.09 ,$619.00 ,304,Monitors,3,Computers,68.0,23.0,42092.0,2025-12-31,2.9565217391304346,337,0
506,Adventure Works LCD22W M200 White,Adventure Works,White,$224.97 ,$679.00 ,304,Monitors,3,Computers,67.0,22.0,45493.0,2025-12-07,3.0454545454545454,297,0
507,Adventure Works LCD20 M210 White,Adventure Works,White,$119.11 ,$259.00 ,304,Monitors,3,Computers,51.0,19.0,13209.0,2025-12-28,2.6842105263157894,962,0
508,Adventure Works LCD20W M240 White,Adventure Works,White,$128.30 ,$279.00 ,304,Monitors,3,Computers,60.0,21.0,16740.0,2025-12-26,2.857142857142857,838,0
509,Adventure Works LCD19 E108 White,Adventure Works,White,$70.87 ,$139.00 ,304,Monitors,3,Computers,46.0,18.0,6394.0,2025-11-19,2.5555555555555554,1394,0
510,Adventure Works LCD19W M100 White,Adventure Works,White,$82.32 ,$179.00 ,304,Monitors,3,Computers,55.0,21.0,9845.0,2025-11-03,2.619047619047619,1120,0
511,Adventure Works LCD17 E200 White,Adventure Works,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,50.0,19.0,4950.0,2025-12-31,2.6315789473684212,1551,0
512,Adventure Works LCD17W E203 White,Adventure Works,White,$65.77 ,$129.00 ,304,Monitors,3,Computers,40.0,17.0,5160.0,2025-12-22,2.3529411764705883,1535,0
513,Adventure Works LCD15 E100 White,Adventure Works,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,61.0,21.0,6039.0,2025-12-01,2.9047619047619047,1430,0
514,Adventure Works CRT19 E10 White,Adventure Works,White,$22.86 ,$69.00 ,304,Monitors,3,Computers,41.0,15.0,2829.0,2025-11-22,2.7333333333333334,1863,0
515,Adventure Works CRT17 E105 White,Adventure Works,White,$30.08 ,$59.00 ,304,Monitors,3,Computers,75.0,22.0,4425.0,2025-12-26,3.409090909090909,1625,0
516,Adventure Works CRT15 E101 White,Adventure Works,White,$29.82 ,$90.00 ,304,Monitors,3,Computers,54.0,20.0,4860.0,2025-12-19,2.7,1563,0
517,WWI LCD24 X300 Black,Wide World Importers,Black,$271.35 ,$819.00 ,304,Monitors,3,Computers,52.0,12.0,42588.0,2025-11-22,4.333333333333333,333,0
518,WWI LCD24W X300 Black,Wide World Importers,Black,$287.92 ,$869.00 ,304,Monitors,3,Computers,108.0,26.0,93852.0,2025-12-18,4.153846153846154,116,1
519,WWI LCD22 M2002 Black,Wide World Importers,Black,$205.09 ,$619.00 ,304,Monitors,3,Computers,83.0,17.0,51377.0,2025-12-13,4.882352941176471,257,0
520,WWI LCD22W M2003 Black,Wide World Importers,Black,$224.97 ,$679.00 ,304,Monitors,3,Computers,59.0,20.0,40061.0,2025-12-07,2.95,366,0
521,WWI LCD20 M220 Black,Wide World Importers,Black,$119.11 ,$259.00 ,304,Monitors,3,Computers,91.0,28.0,23569.0,2025-12-11,3.25,648,0
522,WWI LCD20W M250 Black,Wide World Importers,Black,$128.30 ,$279.00 ,304,Monitors,3,Computers,72.0,24.0,20088.0,2025-11-14,3.0,735,0
523,WWI LCD19 E107 Black,Wide World Importers,Black,$70.87 ,$139.00 ,304,Monitors,3,Computers,61.0,22.0,8479.0,2025-11-26,2.772727272727273,1204,0
524,WWI LCD19W M100 Black,Wide World Importers,Black,$82.32 ,$179.00 ,304,Monitors,3,Computers,55.0,17.0,9845.0,2025-12-14,3.235294117647059,1120,0
525,WWI LCD17 E200 Black,Wide World Importers,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,47.0,15.0,4653.0,2025-12-27,3.1333333333333333,1595,0
526,WWI LCD17W E200 Black,Wide World Importers,Black,$65.77 ,$129.00 ,304,Monitors,3,Computers,65.0,17.0,8385.0,2025-11-04,3.823529411764706,1214,0
527,WWI CRT17 E106 Black,Wide World Importers,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,33.0,14.0,3267.0,2025-10-17,2.357142857142857,1805,0
528,WWI LCD24 X300 White,Wide World Importers,White,$271.35 ,$819.00 ,304,Monitors,3,Computers,77.0,23.0,63063.0,2025-12-18,3.347826086956522,192,1
529,WWI LCD24W X300 White,Wide World Importers,White,$287.92 ,$869.00 ,304,Monitors,3,Computers,48.0,16.0,41712.0,2025-12-01,3.0,345,0
530,WWI LCD22 M2002 White,Wide World Importers,White,$205.09 ,$619.00 ,304,Monitors,3,Computers,70.0,20.0,43330.0,2025-12-19,3.5,325,0
531,WWI LCD22W M2003 White,Wide World Importers,White,$224.97 ,$679.00 ,304,Monitors,3,Computers,65.0,19.0,44135.0,2025-12-27,3.4210526315789473,309,0
532,WWI LCD20 M220 White,Wide World Importers,White,$119.11 ,$259.00 ,304,Monitors,3,Computers,40.0,15.0,10360.0,2025-10-14,2.6666666666666665,1097,0
533,WWI LCD20W M250 White,Wide World Importers,White,$128.30 ,$279.00 ,304,Monitors,3,Computers,57.0,21.0,15903.0,2025-09-14,2.7142857142857144,860,0
534,WWI LCD19 E107 White,Wide World Importers,White,$70.87 ,$139.00 ,304,Monitors,3,Computers,55.0,17.0,7645.0,2025-11-26,3.235294117647059,1281,0
535,WWI LCD19W M100 White,Wide World Importers,White,$82.32 ,$179.00 ,304,Monitors,3,Computers,66.0,20.0,11814.0,2025-11-12,3.3,1028,0
536,WWI LCD17 E205 White,Wide World Importers,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,61.0,24.0,6039.0,2025-11-18,2.5416666666666665,1430,0
537,WWI LCD17W E200 White,Wide World Importers,White,$65.77 ,$129.00 ,304,Monitors,3,Computers,58.0,21.0,7482.0,2025-12-30,2.761904761904762,1295,0
538,WWI CRT17 E106 White,Wide World Importers,White,$50.47 ,$99.00 ,304,Monitors,3,Computers,44.0,19.0,4356.0,2025-11-22,2.3157894736842106,1641,0
539,Proseware Projector 1080p LCD86 Black,Proseware,Black,$760.38 ,"$2,295.00 ",305,Projectors & Screens,3,Computers,71.0,17.0,162945.0,2025-12-12,4.176470588235294,42,1
540,Proseware Projector 1080p DLP86 Black,Proseware,Black,$827.97 ,"$2,499.00 ",305,Projectors & Screens,3,Computers,76.0,26.0,189924.0,2025-12-26,2.923076923076923,34,1
541,Proseware Projector 720p LCD56 Black,Proseware,Black,$321.44 ,$699.00 ,305,Projectors & Screens,3,Computers,28.0,9.0,19572.0,2025-05-25,3.111111111111111,751,0
542,Proseware Projector 720p DLP56 Black,Proseware,Black,$459.40 ,$999.00 ,305,Projectors & Screens,3,Computers,33.0,13.0,32967.0,2025-12-29,2.5384615384615383,465,0
543,Proseware Projector 480p LCD12 Black,Proseware,Black,$116.75 ,$229.00 ,305,Projectors & Screens,3,Computers,50.0,15.0,11450.0,2025-12-17,3.3333333333333335,1048,0
544,Proseware Projector 480p DLP12 Black,Proseware,Black,$254.40 ,$499.00 ,305,Projectors & Screens,3,Computers,37.0,17.0,18463.0,2025-12-31,2.176470588235294,787,0
545,Proseware Screen 125in X1609 Black,Proseware,Black,$152.08 ,$459.00 ,305,Projectors & Screens,3,Computers,60.0,22.0,27540.0,2025-12-01,2.727272727272727,566,0
546,Proseware Screen 113in X1609 Black,Proseware,Black,$99.06 ,$299.00 ,305,Projectors & Screens,3,Computers,31.0,12.0,9269.0,2025-09-18,2.5833333333333335,1150,0
